ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
216155_at	9.25e-01	8.29e-01	-0.2168565	-6.56442	-0.04367885		
206015_s_at	9.25e-01	8.29e-01	0.2167695	-6.56444	0.02525162	FOXJ3	forkhead box J3
AFFX-r2-Hs18SrRNA-M_x_at	9.25e-01	8.29e-01	-0.2166785	-6.56446	-0.06089527		
209863_s_at	9.25e-01	8.29e-01	-0.216667	-6.56446	-0.02785283	TP63	tumor protein p63
216685_s_at	9.25e-01	8.29e-01	-0.2166417	-6.56446	-0.03847154	MTAP	methylthioadenosine phosphorylase
214984_at	9.25e-01	8.29e-01	0.2166071	-6.56447	0.03613649	LOC101060604///SMG1P3///SLC7A5P1	putative L-type amino acid transporter 1-like protein IMAA///SMG1P3, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 3///solute carrier family 7 member 5 pseudogene 1
218134_s_at	9.25e-01	8.29e-01	-0.2165944	-6.56447	-0.02605494	RBM22	RNA binding motif protein 22
217535_at	9.25e-01	8.29e-01	0.2165191	-6.56449	0.04078302		
208743_s_at	9.25e-01	8.29e-01	-0.2162333	-6.56455	-0.0286888	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
220093_at	9.25e-01	8.29e-01	-0.2160255	-6.5646	-0.02882291	ANTXR1	anthrax toxin receptor 1
209785_s_at	9.25e-01	8.30e-01	0.2159078	-6.56462	0.03390716	PLA2G4C	phospholipase A2 group IVC
211076_x_at	9.25e-01	8.30e-01	-0.215719	-6.56466	-0.03366934	ATN1	atrophin 1
215308_at	9.25e-01	8.30e-01	-0.2157144	-6.56466	-0.04336833	XRCC6	X-ray repair cross complementing 6
221896_s_at	9.25e-01	8.30e-01	0.2157107	-6.56466	0.03158652	HIGD1A	HIG1 hypoxia inducible domain family member 1A
205832_at	9.25e-01	8.30e-01	-0.2156995	-6.56467	-0.02656588	CPA4	carboxypeptidase A4
210512_s_at	9.25e-01	8.30e-01	0.2155928	-6.56469	0.04227671	VEGFA	vascular endothelial growth factor A
221621_at	9.25e-01	8.30e-01	0.2154118	-6.56473	0.04158325	MIR6516///SCARNA16///SNHG20	microRNA 6516///small Cajal body-specific RNA 16///small nucleolar RNA host gene 20
208713_at	9.25e-01	8.30e-01	0.2153329	-6.56474	0.02767246	HNRNPUL1	heterogeneous nuclear ribonucleoprotein U like 1
213252_at	9.25e-01	8.30e-01	-0.2153314	-6.56475	-0.03954502	SH3PXD2A	SH3 and PX domains 2A
218867_s_at	9.25e-01	8.30e-01	0.2152342	-6.56477	0.02494094	C12orf49	chromosome 12 open reading frame 49
204452_s_at	9.25e-01	8.30e-01	0.2152315	-6.56477	0.03319258	FZD1	frizzled class receptor 1
201949_x_at	9.25e-01	8.30e-01	0.2152084	-6.56477	0.02722032	CAPZB	capping actin protein of muscle Z-line beta subunit
214571_at	9.25e-01	8.30e-01	-0.21518	-6.56478	-0.05763164	FGF3	fibroblast growth factor 3
212312_at	9.25e-01	8.30e-01	-0.2150709	-6.5648	-0.04385667	BCL2L1	BCL2 like 1
215072_x_at	9.25e-01	8.30e-01	-0.2149563	-6.56483	-0.03317108	EDRF1	erythroid differentiation regulatory factor 1
215111_s_at	9.25e-01	8.30e-01	-0.2149412	-6.56483	-0.02336014	TSC22D1	TSC22 domain family member 1
220319_s_at	9.25e-01	8.30e-01	0.214672	-6.56489	0.04293464	MYLIP	myosin regulatory light chain interacting protein
202927_at	9.25e-01	8.31e-01	0.2146467	-6.56489	0.03259439	PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1
206598_at	9.25e-01	8.31e-01	0.2144872	-6.56493	0.03823513	INS	insulin
212344_at	9.25e-01	8.31e-01	-0.2144712	-6.56493	-0.04754725	SULF1	sulfatase 1
201966_at	9.26e-01	8.31e-01	0.2143814	-6.56495	0.02985776	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2
204368_at	9.26e-01	8.31e-01	0.2141846	-6.56499	0.02959414	SLCO2A1	solute carrier organic anion transporter family member 2A1
215693_x_at	9.26e-01	8.31e-01	0.2141787	-6.56499	0.02077519	DDX27	DEAD-box helicase 27
216100_s_at	9.26e-01	8.31e-01	0.2141429	-6.565	0.05395329	TOR1AIP1	torsin 1A interacting protein 1
221085_at	9.26e-01	8.31e-01	0.213847	-6.56506	0.04709066	TNFSF15	tumor necrosis factor superfamily member 15
209314_s_at	9.26e-01	8.31e-01	-0.2138032	-6.56507	-0.03763517	HBS1L	HBS1 like translational GTPase
218300_at	9.26e-01	8.31e-01	0.2135372	-6.56513	0.03054199	PAGR1	PAXIP1 associated glutamate rich protein 1
212268_at	9.26e-01	8.31e-01	0.2134998	-6.56513	0.04678815	SERPINB1	serpin family B member 1
220139_at	9.26e-01	8.31e-01	0.2134038	-6.56515	0.03983229	DNMT3L	DNA methyltransferase 3 like
205311_at	9.26e-01	8.32e-01	-0.2133434	-6.56517	-0.03871704	DDC	dopa decarboxylase
217733_s_at	9.26e-01	8.32e-01	-0.2131977	-6.5652	-0.03431976	TMSB10	thymosin beta 10
207915_at	9.26e-01	8.32e-01	0.2131001	-6.56522	0.03812667		
222263_at	9.26e-01	8.32e-01	-0.2128664	-6.56527	-0.0493599	SLC35E1	solute carrier family 35 member E1
219178_at	9.26e-01	8.32e-01	-0.2127437	-6.56529	-0.02379054	QTRT2	queuine tRNA-ribosyltransferase accessory subunit 2
212411_at	9.26e-01	8.32e-01	-0.2124991	-6.56535	-0.03175405	IMP4	IMP4 homolog, U3 small nucleolar ribonucleoprotein
202282_at	9.26e-01	8.32e-01	-0.2124921	-6.56535	-0.02380772	HSD17B10	hydroxysteroid 17-beta dehydrogenase 10
64488_at	9.26e-01	8.32e-01	0.2124467	-6.56536	0.02523793	IRGQ	immunity related GTPase Q
219012_s_at	9.26e-01	8.32e-01	-0.2123992	-6.56537	-0.02974531	EMSY	EMSY, BRCA2 interacting transcriptional repressor
207170_s_at	9.26e-01	8.32e-01	-0.2123924	-6.56537	-0.05468149	LETMD1	LETM1 domain containing 1
208544_at	9.26e-01	8.32e-01	0.2123595	-6.56538	0.02314297	ADRA2B	adrenoceptor alpha 2B
215361_at	9.26e-01	8.32e-01	-0.2123392	-6.56538	-0.03318832	DOCK5	dedicator of cytokinesis 5
215274_at	9.26e-01	8.32e-01	-0.2123205	-6.56538	-0.02602263	SLC12A3	solute carrier family 12 member 3
214090_at	9.26e-01	8.32e-01	0.2122395	-6.5654	0.05632763	PAWR	pro-apoptotic WT1 regulator
204504_s_at	9.26e-01	8.32e-01	0.2121977	-6.56541	0.02791318	HIRIP3	HIRA interacting protein 3
54970_at	9.26e-01	8.32e-01	-0.2121586	-6.56542	-0.04046082	ZMIZ2	zinc finger MIZ-type containing 2
209902_at	9.26e-01	8.32e-01	0.2121251	-6.56542	0.02520015	ATR	ATR serine/threonine kinase
217304_at	9.26e-01	8.33e-01	0.2120858	-6.56543	0.03980546	SHMT1	serine hydroxymethyltransferase 1
213626_at	9.26e-01	8.33e-01	-0.2119879	-6.56545	-0.0328399	CBR4	carbonyl reductase 4
208126_s_at	9.26e-01	8.33e-01	-0.2119584	-6.56546	-0.039859	CYP2C18	cytochrome P450 family 2 subfamily C member 18
216250_s_at	9.26e-01	8.33e-01	0.2119249	-6.56547	0.02537	LPXN	leupaxin
207881_at	9.26e-01	8.33e-01	-0.2118321	-6.56549	-0.03236653		
215996_at	9.26e-01	8.33e-01	-0.2117655	-6.5655	-0.03381165		
217075_x_at	9.26e-01	8.33e-01	-0.2117641	-6.5655	-0.03179959	KMT2B	lysine methyltransferase 2B
216241_s_at	9.26e-01	8.33e-01	0.2116389	-6.56553	0.06077017	TCEA1	transcription elongation factor A1
203078_at	9.26e-01	8.33e-01	-0.2115933	-6.56554	-0.0426585	CUL2	cullin 2
217839_at	9.26e-01	8.33e-01	0.2115188	-6.56555	0.02853623	TFG	TRK-fused gene
208417_at	9.26e-01	8.33e-01	-0.2113988	-6.56558	-0.02707367	FGF6	fibroblast growth factor 6
209999_x_at	9.26e-01	8.33e-01	0.2113125	-6.5656	0.03187187	SOCS1	suppressor of cytokine signaling 1
204768_s_at	9.26e-01	8.33e-01	0.2112608	-6.56561	0.02974769	FEN1	flap structure-specific endonuclease 1
205149_s_at	9.27e-01	8.33e-01	0.2110259	-6.56566	0.03697584	CLCN4	chloride voltage-gated channel 4
205800_at	9.27e-01	8.33e-01	0.2110196	-6.56566	0.03675429	SLC3A1	solute carrier family 3 member 1
216491_x_at	9.27e-01	8.33e-01	-0.211002	-6.56566	-0.04194768	IGHM	immunoglobulin heavy constant mu
212939_at	9.27e-01	8.33e-01	0.2108932	-6.56568	0.02857836	COL6A1	collagen type VI alpha 1 chain
209608_s_at	9.27e-01	8.34e-01	-0.2106306	-6.56574	-0.03359331	ACAT2	acetyl-CoA acetyltransferase 2
217784_at	9.27e-01	8.34e-01	0.2104923	-6.56577	0.02504131	YKT6	YKT6 v-SNARE homolog (S. cerevisiae)
222216_s_at	9.27e-01	8.34e-01	-0.2100939	-6.56585	-0.03559932	MRPL17	mitochondrial ribosomal protein L17
216169_at	9.27e-01	8.34e-01	0.2100483	-6.56586	0.03151292		
220130_x_at	9.27e-01	8.34e-01	0.2100209	-6.56586	0.04310025	LTB4R2	leukotriene B4 receptor 2
214352_s_at	9.27e-01	8.34e-01	-0.209954	-6.56588	-0.02332923	KRAS	KRAS proto-oncogene, GTPase
208509_s_at	9.27e-01	8.34e-01	0.2099182	-6.56589	0.02547436	OR7A17	olfactory receptor family 7 subfamily A member 17
216159_s_at	9.27e-01	8.34e-01	-0.2097951	-6.56591	-0.03066921		
212320_at	9.27e-01	8.34e-01	0.2096734	-6.56594	0.02215852	TUBB	tubulin beta class I
219034_at	9.27e-01	8.34e-01	0.2096242	-6.56595	0.03697402	PARP16	poly(ADP-ribose) polymerase family member 16
62212_at	9.27e-01	8.34e-01	0.209585	-6.56596	0.02920057	LOC100129924///C1orf50	uncharacterized LOC100129924///chromosome 1 open reading frame 50
220526_s_at	9.27e-01	8.34e-01	0.2095612	-6.56596	0.02715279	MRPL20	mitochondrial ribosomal protein L20
215491_at	9.27e-01	8.35e-01	-0.2094541	-6.56598	-0.03681646	MYCL	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog
201777_s_at	9.27e-01	8.35e-01	-0.2094194	-6.56599	-0.03072481	EFCAB14	EF-hand calcium binding domain 14
201820_at	9.27e-01	8.35e-01	-0.2092921	-6.56602	-0.02436841	KRT5	keratin 5
212245_at	9.27e-01	8.35e-01	0.2091786	-6.56604	0.02828325	MCFD2	multiple coagulation factor deficiency 2
215505_s_at	9.27e-01	8.35e-01	-0.2091766	-6.56604	-0.0308923	STRN3	striatin 3
204453_at	9.27e-01	8.35e-01	0.2091597	-6.56604	0.0351801	ZNF84	zinc finger protein 84
216101_at	9.27e-01	8.35e-01	-0.2090128	-6.56607	-0.03137729		
207225_at	9.27e-01	8.35e-01	0.2090077	-6.56608	0.03511709	AANAT	aralkylamine N-acetyltransferase
204769_s_at	9.27e-01	8.35e-01	0.2088934	-6.5661	0.04312094	TAP2	transporter 2, ATP binding cassette subfamily B member
205291_at	9.27e-01	8.35e-01	-0.2087784	-6.56612	-0.02547335	IL2RB	interleukin 2 receptor subunit beta
213292_s_at	9.27e-01	8.35e-01	0.2086643	-6.56615	0.02680418	SNX13	sorting nexin 13
213322_at	9.27e-01	8.35e-01	0.2086154	-6.56616	0.03615845	OARD1	O-acyl-ADP-ribose deacylase 1
215776_at	9.28e-01	8.35e-01	0.2083809	-6.56621	0.03309369	INSRR	insulin receptor related receptor
221351_at	9.28e-01	8.36e-01	0.2081929	-6.56624	0.04592633	HTR1A	5-hydroxytryptamine receptor 1A
209708_at	9.28e-01	8.36e-01	0.2080288	-6.56628	0.03792414	MOXD1	monooxygenase DBH like 1
200916_at	9.28e-01	8.36e-01	0.2079376	-6.5663	0.04247551	TAGLN2	transgelin 2
220520_s_at	9.28e-01	8.36e-01	-0.2076989	-6.56635	-0.03363323	NUP62CL	nucleoporin 62 C-terminal like
207818_s_at	9.28e-01	8.36e-01	-0.207555	-6.56638	-0.04503522	HTR7	5-hydroxytryptamine receptor 7
220083_x_at	9.28e-01	8.36e-01	0.2074034	-6.56641	0.04966729	UCHL5	ubiquitin C-terminal hydrolase L5
203932_at	9.28e-01	8.36e-01	0.2073687	-6.56641	0.02637982	HLA-DMB	major histocompatibility complex, class II, DM beta
214258_x_at	9.28e-01	8.36e-01	0.2072551	-6.56644	0.02168676	KAT5	lysine acetyltransferase 5
203331_s_at	9.28e-01	8.36e-01	0.2072112	-6.56645	0.02951287	INPP5D	inositol polyphosphate-5-phosphatase D
219688_at	9.28e-01	8.36e-01	0.2071665	-6.56646	0.04967247	BBS7	Bardet-Biedl syndrome 7
202077_at	9.28e-01	8.37e-01	0.2069507	-6.5665	0.0316193	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1
214305_s_at	9.28e-01	8.37e-01	-0.2068988	-6.56651	-0.04065491	SF3B1	splicing factor 3b subunit 1
1255_g_at	9.28e-01	8.37e-01	0.2068768	-6.56651	0.03047823	GUCA1A	guanylate cyclase activator 1A
210052_s_at	9.29e-01	8.37e-01	-0.2065371	-6.56658	-0.02467871	TPX2	TPX2, microtubule nucleation factor
220569_at	9.29e-01	8.37e-01	0.2064031	-6.56661	0.03594854		
208577_at	9.29e-01	8.37e-01	-0.206268	-6.56664	-0.03853359	HIST1H3C	histone cluster 1, H3c
202004_x_at	9.29e-01	8.37e-01	-0.2059386	-6.56671	-0.02801836	SDHC	succinate dehydrogenase complex subunit C
211944_at	9.29e-01	8.37e-01	-0.2059316	-6.56671	-0.0307661	PRRC2C	proline rich coiled-coil 2C
215671_at	9.29e-01	8.37e-01	0.2058039	-6.56673	0.02790905	PDE4B	phosphodiesterase 4B
207854_at	9.29e-01	8.37e-01	0.2057401	-6.56675	0.04845002	GYPE	glycophorin E (MNS blood group)
213327_s_at	9.29e-01	8.37e-01	0.2057175	-6.56675	0.02765527	USP12	ubiquitin specific peptidase 12
207872_s_at	9.29e-01	8.38e-01	0.20566	-6.56676	0.03227784	LILRA1	leukocyte immunoglobulin like receptor A1
203357_s_at	9.29e-01	8.38e-01	0.2056581	-6.56676	0.03804568	CAPN7	calpain 7
210296_s_at	9.29e-01	8.38e-01	0.2055682	-6.56678	0.03116639	PEX2	peroxisomal biogenesis factor 2
221644_s_at	9.29e-01	8.38e-01	0.2055655	-6.56678	0.03483185	SLC45A2	solute carrier family 45 member 2
216634_at	9.29e-01	8.38e-01	-0.2055044	-6.5668	-0.04795561	PLCH1	phospholipase C eta 1
216107_at	9.29e-01	8.38e-01	0.2053734	-6.56682	0.03124156	LOC100129503	uncharacterized LOC100129503
218724_s_at	9.29e-01	8.38e-01	-0.2051322	-6.56687	-0.02276458	TGIF2	TGFB induced factor homeobox 2
204721_s_at	9.29e-01	8.38e-01	0.2050219	-6.56689	0.02819426	DNAJC6	DnaJ heat shock protein family (Hsp40) member C6
218503_at	9.29e-01	8.38e-01	0.2049437	-6.56691	0.02656134	FOCAD	focadhesin
202555_s_at	9.29e-01	8.38e-01	0.204938	-6.56691	0.03702223	MYLK	myosin light chain kinase
206415_at	9.29e-01	8.38e-01	0.2049248	-6.56691	0.05197357	TLL1	tolloid like 1
205211_s_at	9.29e-01	8.38e-01	0.2048154	-6.56694	0.03135381	RIN1	Ras and Rab interactor 1
210950_s_at	9.29e-01	8.38e-01	0.2046927	-6.56696	0.02341619	FDFT1	farnesyl-diphosphate farnesyltransferase 1
209078_s_at	9.29e-01	8.38e-01	-0.2046611	-6.56697	-0.04653604	TXN2	thioredoxin 2
221433_at	9.29e-01	8.38e-01	-0.2045623	-6.56699	-0.03143498	FGF21	fibroblast growth factor 21
210070_s_at	9.29e-01	8.38e-01	-0.2044302	-6.56701	-0.03473486	CHKB-CPT1B///CPT1B	CHKB-CPT1B readthrough (NMD candidate)///carnitine palmitoyltransferase 1B
203725_at	9.29e-01	8.39e-01	0.2043556	-6.56703	0.03599715	GADD45A	growth arrest and DNA damage inducible alpha
219535_at	9.29e-01	8.39e-01	0.2042862	-6.56704	0.02831787	HUNK	hormonally up-regulated Neu-associated kinase
213057_at	9.29e-01	8.39e-01	-0.2042386	-6.56705	-0.02932079	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2
219845_at	9.29e-01	8.39e-01	0.2042202	-6.56706	0.03219757	BARX1	BARX homeobox 1
206748_s_at	9.29e-01	8.39e-01	-0.2042083	-6.56706	-0.02380284	SPAG9	sperm associated antigen 9
218103_at	9.29e-01	8.39e-01	0.2039695	-6.56711	0.02835287	FTSJ3	FtsJ homolog 3
203191_at	9.29e-01	8.39e-01	0.2039253	-6.56712	0.03572711	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)
220069_at	9.29e-01	8.39e-01	0.203746	-6.56715	0.03216299	TUBA8	tubulin alpha 8
221869_at	9.29e-01	8.39e-01	-0.2037258	-6.56716	-0.03549022	ZNF512B	zinc finger protein 512B
222084_s_at	9.29e-01	8.39e-01	-0.2037144	-6.56716	-0.04008181	SBF1	SET binding factor 1
222228_s_at	9.29e-01	8.39e-01	0.2036655	-6.56717	0.02743085	ALKBH4	alkB homolog 4, lysine demethylase
216204_at	9.29e-01	8.39e-01	0.2036376	-6.56717	0.02504251	COMT	catechol-O-methyltransferase
219759_at	9.29e-01	8.39e-01	-0.2036333	-6.56717	-0.03775028	ERAP2	endoplasmic reticulum aminopeptidase 2
206056_x_at	9.29e-01	8.39e-01	0.2036169	-6.56718	0.03645857	SPN	sialophorin
201560_at	9.29e-01	8.39e-01	0.2035309	-6.5672	0.04185445	CLIC4	chloride intracellular channel 4
214645_at	9.29e-01	8.39e-01	0.2034944	-6.5672	0.02571931		
217076_s_at	9.29e-01	8.39e-01	0.2034817	-6.56721	0.05328414	LOC401021///HOXD4///HOXD3	uncharacterized LOC401021///homeobox D4///homeobox D3
209474_s_at	9.29e-01	8.39e-01	-0.2034432	-6.56721	-0.04627523	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1
220482_s_at	9.29e-01	8.39e-01	0.2034243	-6.56722	0.03799593	SERGEF	secretion regulating guanine nucleotide exchange factor
202171_at	9.29e-01	8.39e-01	0.2033813	-6.56723	0.03790659	VEZF1	vascular endothelial zinc finger 1
209362_at	9.29e-01	8.39e-01	0.2033769	-6.56723	0.02730926	LOC101928625///MED21	uncharacterized LOC101928625///mediator complex subunit 21
210585_s_at	9.29e-01	8.39e-01	-0.2033743	-6.56723	-0.02586679	TNPO2	transportin 2
217402_at	9.29e-01	8.39e-01	0.2032686	-6.56725	0.03091925		
205931_s_at	9.29e-01	8.39e-01	-0.2031216	-6.56728	-0.03437789	LOC401317///CREB5	uncharacterized LOC401317///cAMP responsive element binding protein 5
216084_at	9.29e-01	8.40e-01	-0.20297	-6.56731	-0.04398495	FAM205BP	transmembrane protein C9orf144B pseudogene
207256_at	9.29e-01	8.40e-01	-0.2029416	-6.56731	-0.04933033	MBL2	mannose binding lectin 2
213575_at	9.29e-01	8.40e-01	0.2029147	-6.56732	0.03079297	TRA2A	transformer 2 alpha homolog
201676_x_at	9.29e-01	8.40e-01	-0.2028166	-6.56734	-0.02840959	PSMA1	proteasome subunit alpha 1
200860_s_at	9.29e-01	8.40e-01	0.2027369	-6.56736	0.02363948	CNOT1	CCR4-NOT transcription complex subunit 1
212608_s_at	9.29e-01	8.40e-01	0.2027038	-6.56736	0.04360028	NUDT3	nudix hydrolase 3
211941_s_at	9.29e-01	8.40e-01	-0.2027014	-6.56736	-0.02650644	PEBP1	phosphatidylethanolamine binding protein 1
208385_at	9.29e-01	8.40e-01	-0.2026695	-6.56737	-0.03226675	NR2E3	nuclear receptor subfamily 2 group E member 3
204671_s_at	9.29e-01	8.40e-01	-0.2026436	-6.56737	-0.03510826	ANKRD6	ankyrin repeat domain 6
204404_at	9.29e-01	8.40e-01	-0.202394	-6.56742	-0.02090005	SLC12A2	solute carrier family 12 member 2
213769_at	9.30e-01	8.40e-01	0.2022741	-6.56745	0.04214472	KSR1	kinase suppressor of ras 1
202697_at	9.30e-01	8.40e-01	0.2022379	-6.56746	0.02667177	NUDT21	nudix hydrolase 21
218908_at	9.30e-01	8.40e-01	0.2020814	-6.56749	0.03371833	ASPSCR1	ASPSCR1, UBX domain containing tether for SLC2A4
218630_at	9.30e-01	8.40e-01	0.2019184	-6.56752	0.0370967	MKS1	Meckel syndrome, type 1
221808_at	9.30e-01	8.40e-01	0.2018463	-6.56753	0.03056233	RAB9A	RAB9A, member RAS oncogene family
206591_at	9.30e-01	8.41e-01	0.2018162	-6.56754	0.03466077	RAG1	recombination activating gene 1
205954_at	9.30e-01	8.41e-01	-0.2014195	-6.56762	-0.03067288	RXRG	retinoid X receptor gamma
204978_at	9.30e-01	8.41e-01	0.2013668	-6.56763	0.02104467	CLASRP	CLK4 associating serine/arginine rich protein
206433_s_at	9.30e-01	8.41e-01	-0.2009288	-6.56772	-0.03532468	SPOCK3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3
218354_at	9.30e-01	8.41e-01	0.2009133	-6.56772	0.03531165	TRAPPC2L	trafficking protein particle complex 2 like
221957_at	9.30e-01	8.41e-01	0.2008944	-6.56772	0.02253124	PDK3	pyruvate dehydrogenase kinase 3
221293_s_at	9.30e-01	8.41e-01	-0.2008474	-6.56773	-0.03459644	DEF6	DEF6, guanine nucleotide exchange factor
211056_s_at	9.30e-01	8.41e-01	0.2008461	-6.56773	0.02148947	SRD5A1	steroid 5 alpha-reductase 1
215673_at	9.30e-01	8.41e-01	-0.200731	-6.56776	-0.04164181	TEF	TEF, PAR bZIP transcription factor
204371_s_at	9.30e-01	8.41e-01	0.2006965	-6.56776	0.04317414	KHSRP	KH-type splicing regulatory protein
207425_s_at	9.30e-01	8.42e-01	-0.200475	-6.56781	-0.03313349	SEPT9	septin 9
205368_at	9.30e-01	8.42e-01	-0.2004008	-6.56782	-0.02469633	FAM131B	family with sequence similarity 131 member B
1294_at	9.30e-01	8.42e-01	-0.2002651	-6.56785	-0.03000285	MIR5193///UBA7	microRNA 5193///ubiquitin like modifier activating enzyme 7
216454_at	9.30e-01	8.42e-01	0.2002212	-6.56786	0.02774932	TRMT1	tRNA methyltransferase 1
222231_s_at	9.30e-01	8.42e-01	-0.2001435	-6.56787	-0.02764369	LRRC59	leucine rich repeat containing 59
200726_at	9.30e-01	8.42e-01	-0.2001385	-6.56787	-0.02575473	PPP1CC	protein phosphatase 1 catalytic subunit gamma
217483_at	9.30e-01	8.42e-01	0.1999439	-6.56791	0.03211826	FOLH1	folate hydrolase (prostate-specific membrane antigen) 1
222282_at	9.30e-01	8.42e-01	-0.1998494	-6.56793	-0.02543671		
203670_at	9.30e-01	8.42e-01	-0.1998444	-6.56793	-0.02724493	ARPC4-TTLL3///TTLL3///ARPC4	ARPC4-TTLL3 readthrough///tubulin tyrosine ligase like 3///actin related protein 2/3 complex subunit 4
207093_s_at	9.30e-01	8.42e-01	0.1998431	-6.56793	0.03035582	LOC101927057///OMG	uncharacterized LOC101927057///oligodendrocyte myelin glycoprotein
212425_at	9.30e-01	8.42e-01	-0.1998228	-6.56794	-0.02479843	SCAMP1	secretory carrier membrane protein 1
204701_s_at	9.30e-01	8.42e-01	0.1997358	-6.56795	0.03081203	STOML1	stomatin like 1
222219_s_at	9.30e-01	8.42e-01	0.1997284	-6.56796	0.04326498	TLE6	transducin like enhancer of split 6
217552_x_at	9.31e-01	8.42e-01	0.1995099	-6.568	0.04443725	CR1	complement component 3b/4b receptor 1 (Knops blood group)
218753_at	9.31e-01	8.42e-01	-0.19944	-6.56801	-0.0282289	XKR8	XK related 8
210286_s_at	9.31e-01	8.43e-01	-0.1990769	-6.56808	-0.04293134	SLC4A7	solute carrier family 4 member 7
220559_at	9.31e-01	8.43e-01	-0.1990639	-6.56809	-0.0445987	EN1	engrailed homeobox 1
203511_s_at	9.31e-01	8.43e-01	-0.1990439	-6.56809	-0.02601488	TRAPPC3	trafficking protein particle complex 3
202429_s_at	9.31e-01	8.43e-01	-0.1990074	-6.5681	-0.02504913	PPP3CA	protein phosphatase 3 catalytic subunit alpha
205710_at	9.31e-01	8.43e-01	-0.1989714	-6.56811	-0.03314508	LRP2	LDL receptor related protein 2
218904_s_at	9.31e-01	8.43e-01	-0.1988772	-6.56812	-0.02760777	C9orf40	chromosome 9 open reading frame 40
203352_at	9.31e-01	8.43e-01	0.1987813	-6.56814	0.03105385	ORC4	origin recognition complex subunit 4
214551_s_at	9.31e-01	8.43e-01	0.1986752	-6.56816	0.04414749	CD7	CD7 molecule
222248_s_at	9.31e-01	8.43e-01	0.1986504	-6.56817	0.02444626	SIRT4	sirtuin 4
218576_s_at	9.31e-01	8.43e-01	-0.198556	-6.56819	-0.03915253	DUSP12	dual specificity phosphatase 12
51192_at	9.31e-01	8.43e-01	-0.1984764	-6.5682	-0.02791328	SSH3	slingshot protein phosphatase 3
216484_x_at	9.31e-01	8.43e-01	-0.1984306	-6.56821	-0.02982017		
216094_at	9.31e-01	8.43e-01	-0.1983814	-6.56822	-0.04763457		
214407_x_at	9.31e-01	8.43e-01	-0.1983424	-6.56823	-0.03716796	GYPB	glycophorin B (MNS blood group)
217666_at	9.31e-01	8.43e-01	-0.1983214	-6.56823	-0.02916775		
206811_at	9.31e-01	8.43e-01	0.1983034	-6.56824	0.04744536	ADCY8	adenylate cyclase 8
211462_s_at	9.31e-01	8.43e-01	-0.1982865	-6.56824	-0.03589283	TBL1Y	transducin (beta)-like 1, Y-linked
206946_at	9.31e-01	8.43e-01	-0.1982443	-6.56825	-0.034143	HCN4	hyperpolarization activated cyclic nucleotide gated potassium channel 4
202121_s_at	9.31e-01	8.43e-01	0.19822	-6.56825	0.02998772	CHMP2A	charged multivesicular body protein 2A
209724_s_at	9.31e-01	8.43e-01	0.1981472	-6.56827	0.03629479	ZBTB14	zinc finger and BTB domain containing 14
